Order Date,Product Name,Category,Region,Quantity,Unit Price,Unit Cost,Sales,Profit,Margin_profit
9/1/2024,Sofa,Furniture,North,1,845,212,845,633,0.749112426
9/21/2024,Headphones,Accessories,East,4,1000,931,4000,276,0.069
12/13/2024,Tablet,Electronics,West,3,453,56,1359,1191,0.876379691
12/1/2024,Router,Electronics,West,1,924,48,924,876,0.948051948
8/13/2024,Mouse,Accessories,North,4,397,236,1588,644,0.405541562
11/3/2024,Keyboard,Accessories,South,5,948,173,4740,3875,0.817510549
12/13/2024,Smartwatch,Electronics,West,7,776,493,5432,1981,0.364690722
2/23/2024,Charger,Accessories,South,2,538,146,1076,784,0.728624535
9/17/2024,Camera,Electronics,West,8,845,185,6760,5280,0.781065089
3/20/2024,Mouse,Accessories,West,3,794,522,2382,816,0.34256927
4/9/2024,Camera,Electronics,East,5,446,297,2230,745,0.334080717
5/4/2024,Router,Electronics,South,1,842,783,842,59,0.070071259
6/7/2024,Router,Electronics,North,10,85,50,850,350,0.411764706
10/4/2024,Desk,Furniture,West,3,753,345,2259,1224,0.541832669
11/29/2024,Smartwatch,Electronics,West,5,64,46,320,90,0.28125
8/4/2024,Sofa,Furniture,West,6,343,333,2058,60,0.029154519
1/15/2024,USB Cable,Accessories,West,4,293,183,1172,440,0.375426621
1/18/2024,Desk,Furniture,North,1,225,107,225,118,0.524444444
10/28/2024,Office Chair,Furniture,North,7,564,216,3948,2436,0.617021277
2/7/2024,Bed,Furniture,East,1,325,151,325,174,0.535384615
2/22/2024,Headphones,Accessories,North,6,534,415,3204,714,0.222846442
3/14/2024,Office Chair,Furniture,West,1,310,25,310,285,0.919354839
11/11/2024,Bed,Furniture,West,9,300,77,2700,2007,0.743333333
11/3/2024,Table,Furniture,West,9,318,212,2862,954,0.333333333
9/29/2024,Office Chair,Furniture,West,9,483,442,4347,369,0.084886128
7/23/2024,Smartwatch,Electronics,North,8,897,38,7176,6872,0.957636566
12/4/2024,Laptop,Electronics,South,8,375,6,3000,2952,0.984
2/22/2024,Smartwatch,Electronics,East,5,425,272,2125,765,0.36
1/18/2024,Camera,Electronics,North,3,161,121,483,120,0.248447205
12/17/2024,Desk,Furniture,South,1,126,36,126,90,0.714285714
11/8/2024,Monitor,Electronics,South,10,922,276,9220,6460,0.700650759
11/21/2024,Printer,Electronics,North,6,780,491,4680,1734,0.370512821
11/30/2024,Sofa,Furniture,East,1,338,58,338,280,0.828402367
5/19/2024,Headphones,Accessories,South,5,920,174,4600,3730,0.810869565
8/28/2024,Router,Electronics,West,3,172,15,516,471,0.912790698
7/4/2024,USB Cable,Accessories,East,10,439,270,4390,1690,0.384965831
12/8/2024,Printer,Electronics,East,6,255,199,1530,336,0.219607843
4/19/2024,Keyboard,Accessories,North,7,858,265,6006,4151,0.691142191
5/31/2024,Desk,Furniture,North,4,275,168,1100,428,0.389090909
9/28/2024,Camera,Electronics,East,6,974,860,5844,684,0.117043121
4/20/2024,Headphones,Accessories,West,6,56,40,336,96,0.285714286
9/6/2024,Tablet,Electronics,West,1,366,116,366,250,0.683060109
1/16/2024,Table,Furniture,South,6,664,419,3984,1470,0.368975904
12/25/2024,Headphones,Accessories,North,8,171,150,1368,168,0.122807018
1/9/2024,Smartphone,Electronics,North,8,28,19,224,72,0.321428571
6/17/2024,Tablet,Electronics,West,7,784,231,5488,3871,0.705357143
5/7/2024,Router,Electronics,West,10,423,153,4230,2700,0.638297872
2/3/2024,Smartphone,Electronics,East,5,187,133,935,270,0.288770053
5/12/2024,Monitor,Electronics,South,5,482,447,2410,175,0.072614108
10/22/2024,Desk,Furniture,East,10,573,378,5730,1950,0.340314136
6/12/2024,Sofa,Furniture,West,1,833,33,833,800,0.960384154
4/9/2024,Desk,Furniture,South,7,590,6,4130,4088,0.989830508
3/13/2024,Speaker,Accessories,South,5,791,675,3955,580,0.14664981
5/16/2024,Headphones,Accessories,West,4,530,10,2120,2080,0.981132075
6/5/2024,Table,Furniture,North,2,875,460,1750,830,0.474285714
9/15/2024,Smartphone,Electronics,North,7,566,211,3962,2485,0.627208481
11/18/2024,Smartwatch,Electronics,South,7,637,488,4459,1043,0.233908948
4/25/2024,USB Cable,Accessories,West,4,574,369,2296,820,0.357142857
2/1/2024,Keyboard,Accessories,West,8,161,158,1288,24,0.01863354
11/9/2024,Mouse,Accessories,West,7,907,437,6349,3290,0.518191841
8/3/2024,Printer,Electronics,East,7,206,141,1442,455,0.315533981
12/2/2024,Headphones,Accessories,South,2,193,38,386,310,0.803108808
5/12/2024,Table,Furniture,North,10,567,117,5670,4500,0.793650794
3/17/2024,Headphones,Accessories,West,7,470,74,3290,2772,0.842553191
3/24/2024,Keyboard,Accessories,West,8,462,239,3696,1784,0.482683983
5/31/2024,Bookshelf,Furniture,East,3,129,15,387,342,0.88372093
10/20/2024,Tablet,Electronics,West,9,419,132,3771,2583,0.6849642
7/11/2024,Bed,Furniture,South,2,410,359,820,102,0.124390244
10/29/2024,Monitor,Electronics,North,5,507,16,2535,2455,0.968441815
7/31/2024,Smartwatch,Electronics,East,7,278,17,1946,1827,0.938848921
2/15/2024,Smartwatch,Electronics,East,10,657,591,6570,660,0.100456621
11/12/2024,Office Chair,Furniture,West,1,605,288,605,317,0.523966942
4/5/2024,Sofa,Furniture,West,3,565,264,1695,903,0.532743363
10/10/2024,Keyboard,Accessories,East,10,64,38,640,260,0.40625
7/5/2024,Laptop,Electronics,West,10,590,418,5900,1720,0.291525424
5/29/2024,Headphones,Accessories,East,8,289,151,2312,1104,0.477508651
6/15/2024,Speaker,Accessories,East,2,800,10,1600,1580,0.9875
3/16/2024,Monitor,Electronics,North,3,338,118,1014,660,0.650887574
5/4/2024,Camera,Electronics,West,2,889,273,1778,1232,0.692913386
4/7/2024,Table,Furniture,East,2,164,56,328,216,0.658536585
5/15/2024,Charger,Accessories,East,10,517,441,5170,760,0.147001934
8/29/2024,Router,Electronics,North,3,35,32,105,9,0.085714286
5/21/2024,USB Cable,Accessories,West,1,347,320,347,27,0.077809798
1/4/2024,Monitor,Electronics,North,8,100,57,800,344,0.43
7/12/2024,Sofa,Furniture,South,8,754,423,6032,2648,0.438992042
1/24/2024,Sofa,Furniture,South,7,542,532,3794,70,0.018450185
6/6/2024,Sofa,Furniture,West,4,599,246,2396,1412,0.589315526
5/11/2024,USB Cable,Accessories,North,8,852,146,6816,5648,0.828638498
1/26/2024,Charger,Accessories,East,4,117,98,468,76,0.162393162
12/11/2024,Charger,Accessories,East,8,703,465,5624,1904,0.338549075
10/23/2024,Smartwatch,Electronics,North,2,136,40,272,192,0.705882353
10/30/2024,Printer,Electronics,East,7,407,399,2849,56,0.01965602
6/1/2024,Smartwatch,Electronics,South,6,103,83,618,120,0.194174757
4/12/2024,Mouse,Accessories,East,3,68,27,204,123,0.602941176
4/30/2024,Table,Furniture,South,4,692,17,2768,2700,0.975433526
10/21/2024,Desk,Furniture,South,3,604,13,1812,1773,0.978476821
3/16/2024,Sofa,Furniture,East,2,809,437,1618,744,0.459826947
1/19/2024,Desk,Furniture,West,9,121,38,1089,747,0.685950413
6/25/2024,Camera,Electronics,West,1,641,377,641,264,0.411856474
11/30/2024,Speaker,Accessories,East,8,704,431,5632,2184,0.387784091
2/27/2024,Smartphone,Electronics,South,7,757,124,5299,4431,0.836195509
1/27/2024,Router,Electronics,West,10,498,187,4980,3110,0.624497992
8/26/2024,Headphones,Accessories,South,8,550,508,4400,336,0.076363636
1/12/2024,Tablet,Electronics,North,3,772,196,2316,1728,0.74611399
6/22/2024,Speaker,Accessories,South,7,141,60,987,567,0.574468085
4/29/2024,Desk,Furniture,South,10,434,124,4340,3100,0.714285714
5/31/2024,Smartwatch,Electronics,South,7,758,622,5306,952,0.179419525
2/7/2024,Table,Furniture,North,7,287,92,2009,1365,0.679442509
11/27/2024,Speaker,Accessories,East,3,722,374,2166,1044,0.48199446
8/24/2024,Headphones,Accessories,East,2,207,47,414,320,0.77294686
4/15/2024,Monitor,Electronics,West,2,221,205,442,32,0.07239819
10/9/2024,Smartwatch,Electronics,North,9,19,12,171,63,0.368421053
1/6/2024,Bed,Furniture,East,7,752,252,5264,3500,0.664893617
3/25/2024,USB Cable,Accessories,South,3,269,128,807,423,0.524163569
1/5/2024,Charger,Accessories,South,6,659,401,3954,1548,0.391502276
1/4/2024,Router,Electronics,East,9,720,110,6480,5490,0.847222222
3/3/2024,Bed,Furniture,West,5,899,405,4495,2470,0.549499444
6/6/2024,Bookshelf,Furniture,West,4,984,481,3936,2012,0.511178862
4/18/2024,Camera,Electronics,East,7,447,118,3129,2303,0.736017897
3/20/2024,Printer,Electronics,North,2,395,340,790,110,0.139240506
3/2/2024,Monitor,Electronics,West,9,652,224,5868,3852,0.656441718
10/20/2024,Router,Electronics,South,9,416,83,3744,2997,0.800480769
1/3/2024,Printer,Electronics,North,4,363,160,1452,812,0.55922865
12/26/2024,Desk,Furniture,East,6,317,196,1902,726,0.38170347
6/21/2024,Smartwatch,Electronics,East,9,78,69,702,81,0.115384615
2/29/2024,Router,Electronics,North,4,610,533,2440,308,0.126229508
1/31/2024,Laptop,Electronics,East,10,808,414,8080,3940,0.487623762
12/14/2024,Office Chair,Furniture,West,4,337,336,1348,4,0.002967359
6/8/2024,Laptop,Electronics,South,8,445,103,3560,2736,0.768539326
5/30/2024,Bed,Furniture,South,8,21,14,168,56,0.333333333
1/2/2024,Laptop,Electronics,West,1,240,153,240,87,0.3625
3/5/2024,Sofa,Furniture,East,5,599,64,2995,2675,0.893155259
6/10/2024,Headphones,Accessories,North,6,411,279,2466,792,0.321167883
6/24/2024,Keyboard,Accessories,South,1,339,105,339,234,0.690265487
12/31/2024,Mouse,Accessories,South,4,65,42,260,92,0.353846154
2/21/2024,Printer,Electronics,South,8,633,250,5064,3064,0.605055292
11/11/2024,Office Chair,Furniture,West,2,529,395,1058,268,0.253308129
9/29/2024,Charger,Accessories,North,7,416,131,2912,1995,0.685096154
2/16/2024,Router,Electronics,West,5,820,318,4100,2510,0.612195122
8/24/2024,Bookshelf,Furniture,North,4,393,147,1572,984,0.625954198
10/1/2024,Keyboard,Accessories,South,10,275,134,2750,1410,0.512727273
12/23/2024,USB Cable,Accessories,West,6,349,292,2094,342,0.163323782
3/23/2024,Camera,Electronics,South,7,444,313,3108,917,0.295045045
6/8/2024,Mouse,Accessories,North,10,331,84,3310,2470,0.746223565
12/21/2024,Sofa,Furniture,North,8,197,162,1576,280,0.177664975
11/26/2024,Camera,Electronics,North,3,493,455,1479,114,0.077079108
3/7/2024,Printer,Electronics,West,3,189,104,567,255,0.44973545
2/22/2024,Smartwatch,Electronics,North,3,487,384,1461,309,0.211498973
8/22/2024,Smartwatch,Electronics,North,2,913,608,1826,610,0.334063527
5/23/2024,Charger,Accessories,South,3,968,268,2904,2100,0.723140496
7/17/2024,Monitor,Electronics,West,2,27,26,54,2,0.037037037
5/25/2024,Monitor,Electronics,East,6,707,570,4242,822,0.193776521
2/19/2024,Desk,Furniture,West,3,102,20,306,246,0.803921569
5/18/2024,Bed,Furniture,North,3,199,57,597,426,0.713567839
3/15/2024,Charger,Accessories,South,7,905,790,6335,805,0.127071823
11/4/2024,Mouse,Accessories,East,3,750,5,2250,2235,0.993333333
9/2/2024,Mouse,Accessories,West,9,637,563,5733,666,0.116169545
7/11/2024,Office Chair,Furniture,West,3,957,220,2871,2211,0.770114943
1/21/2024,Printer,Electronics,South,4,829,651,3316,712,0.214716526
6/28/2024,USB Cable,Accessories,South,3,469,329,1407,420,0.298507463
1/9/2024,Bookshelf,Furniture,East,9,316,222,2844,846,0.297468354
12/14/2024,Bookshelf,Furniture,North,5,763,498,3815,1325,0.347313237
11/21/2024,Keyboard,Accessories,South,2,589,45,1178,1088,0.923599321
11/27/2024,Monitor,Electronics,North,3,202,56,606,438,0.722772277
7/3/2024,Headphones,Accessories,East,7,496,186,3472,2170,0.625
4/23/2024,Keyboard,Accessories,North,7,68,12,476,392,0.823529412
6/3/2024,Printer,Electronics,South,5,300,99,1500,1005,0.67
5/15/2024,Smartphone,Electronics,South,2,146,95,292,102,0.349315068
2/10/2024,Router,Electronics,West,3,302,200,906,306,0.337748344
3/3/2024,Smartwatch,Electronics,West,2,374,127,748,494,0.660427807
6/29/2024,Speaker,Accessories,East,2,258,10,516,496,0.96124031
1/4/2024,Speaker,Accessories,South,8,903,181,7224,5776,0.799557032
11/9/2024,Mouse,Accessories,East,7,204,113,1428,637,0.446078431
6/16/2024,USB Cable,Accessories,East,2,158,43,316,230,0.727848101
3/19/2024,Table,Furniture,East,8,589,12,4712,4616,0.979626486
5/10/2024,Speaker,Accessories,East,3,347,126,1041,663,0.636887608
5/9/2024,Mouse,Accessories,North,8,420,49,3360,2968,0.883333333
1/21/2024,Sofa,Furniture,South,10,659,301,6590,3580,0.543247344
8/14/2024,Speaker,Accessories,North,8,683,446,5464,1896,0.346998536
1/25/2024,Bed,Furniture,East,6,903,14,5418,5334,0.984496124
12/8/2024,Router,Electronics,South,1,935,306,935,629,0.672727273
5/25/2024,Bookshelf,Furniture,South,7,834,656,5838,1246,0.213429257
1/18/2024,Tablet,Electronics,East,10,781,158,7810,6230,0.797695262
3/7/2024,Bookshelf,Furniture,West,1,36,8,36,28,0.777777778
10/30/2024,Mouse,Accessories,West,9,232,171,2088,549,0.262931034
5/27/2024,Router,Electronics,South,2,531,526,1062,10,0.009416196
5/23/2024,Desk,Furniture,South,9,567,37,5103,4770,0.934744268
6/5/2024,Router,Electronics,East,4,638,262,2552,1504,0.589341693
8/31/2024,Headphones,Accessories,South,10,168,121,1680,470,0.279761905
12/25/2024,Router,Electronics,East,9,664,20,5976,5796,0.969879518
2/6/2024,Router,Electronics,South,2,196,161,392,70,0.178571429
4/16/2024,Keyboard,Accessories,North,9,43,11,387,288,0.744186047
9/11/2024,Tablet,Electronics,East,1,590,584,590,6,0.010169492
10/14/2024,Bookshelf,Furniture,South,10,728,332,7280,3960,0.543956044
12/28/2024,Bookshelf,Furniture,West,7,746,316,5222,3010,0.576407507
4/12/2024,Bookshelf,Furniture,East,8,444,155,3552,2312,0.650900901
7/27/2024,Router,Electronics,East,4,347,180,1388,668,0.481268012
9/3/2024,Monitor,Electronics,North,5,96,94,480,10,0.020833333
10/1/2024,Laptop,Electronics,South,7,908,196,6356,4984,0.784140969
9/30/2024,Speaker,Accessories,West,1,404,7,404,397,0.982673267
7/18/2024,Headphones,Accessories,North,3,694,65,2082,1887,0.906340058
4/11/2024,Smartwatch,Electronics,East,7,624,527,4368,679,0.155448718
10/27/2024,Bookshelf,Furniture,North,8,792,230,6336,4496,0.70959596
1/2/2024,Charger,Accessories,South,10,797,441,7970,3560,0.446675031
6/29/2024,Speaker,Accessories,North,3,712,632,2136,240,0.112359551
12/17/2024,Camera,Electronics,North,8,484,466,3872,144,0.037190083
5/20/2024,Mouse,Accessories,West,2,749,520,1498,458,0.305740988
1/30/2024,Monitor,Electronics,South,5,361,268,1805,465,0.257617729
11/17/2024,Desk,Furniture,West,6,764,421,4584,2058,0.44895288
5/31/2024,Router,Electronics,North,1,531,468,531,63,0.118644068
4/20/2024,Tablet,Electronics,South,5,861,370,4305,2455,0.570267131
5/15/2024,Smartphone,Electronics,North,1,560,43,560,517,0.923214286
6/19/2024,Office Chair,Furniture,West,4,782,157,3128,2500,0.799232737
10/24/2024,Table,Furniture,East,8,485,114,3880,2968,0.764948454
1/26/2024,Table,Furniture,South,5,922,767,4610,775,0.168112798
12/4/2024,Desk,Furniture,South,9,629,226,5661,3627,0.640699523
1/2/2024,Camera,Electronics,North,9,732,5,6588,6543,0.993169399
8/27/2024,USB Cable,Accessories,East,6,664,315,3984,2094,0.52560241
5/14/2024,Laptop,Electronics,West,3,859,820,2577,117,0.04540163
2/7/2024,Speaker,Accessories,South,10,870,834,8700,360,0.04137931
9/30/2024,Keyboard,Accessories,East,1,278,90,278,188,0.676258993
6/9/2024,Smartphone,Electronics,West,7,632,583,4424,343,0.077531646
5/30/2024,USB Cable,Accessories,South,6,726,339,4356,2322,0.533057851
1/8/2024,Router,Electronics,North,9,209,44,1881,1485,0.789473684
10/17/2024,Smartphone,Electronics,South,5,557,61,2785,2480,0.89048474
11/12/2024,Router,Electronics,North,9,230,132,2070,882,0.426086957
6/14/2024,Laptop,Electronics,South,6,712,62,4272,3900,0.912921348
7/26/2024,Mouse,Accessories,West,8,463,118,3704,2760,0.745140389
10/22/2024,Router,Electronics,West,2,421,347,842,148,0.175771971
10/3/2024,Printer,Electronics,West,8,798,711,6384,696,0.109022556
9/4/2024,Router,Electronics,West,10,781,646,7810,1350,0.172855314
3/15/2024,Printer,Electronics,East,9,45,21,405,216,0.533333333
3/28/2024,Camera,Electronics,West,3,22,17,66,15,0.227272727
11/15/2024,Table,Furniture,East,8,732,600,5856,1056,0.180327869
1/8/2024,Bookshelf,Furniture,East,5,711,656,3555,275,0.077355837
7/15/2024,Tablet,Electronics,East,2,66,7,132,118,0.893939394
1/9/2024,Smartwatch,Electronics,East,6,176,138,1056,228,0.215909091
7/1/2024,Keyboard,Accessories,West,5,127,89,635,190,0.299212598
11/24/2024,Mouse,Accessories,North,3,10,9,30,3,0.1
1/22/2024,Office Chair,Furniture,East,1,630,567,630,63,0.1
8/13/2024,Keyboard,Accessories,East,2,134,7,268,254,0.947761194
2/9/2024,Tablet,Electronics,South,3,299,291,897,24,0.026755853
7/16/2024,Router,Electronics,North,4,486,360,1944,504,0.259259259
5/19/2024,Speaker,Accessories,West,9,580,490,5220,810,0.155172414
2/5/2024,Smartwatch,Electronics,South,6,63,29,378,204,0.53968254
12/9/2024,Charger,Accessories,North,7,675,129,4725,3822,0.808888889
7/27/2024,Table,Furniture,West,6,331,34,1986,1782,0.897280967
4/12/2024,Camera,Electronics,South,4,723,415,2892,1232,0.426002766
8/12/2024,Smartphone,Electronics,North,9,229,17,2061,1908,0.925764192
5/10/2024,USB Cable,Accessories,West,3,903,880,2709,69,0.025470653
3/19/2024,Speaker,Accessories,North,4,444,26,1776,1672,0.941441441
5/27/2024,Charger,Accessories,South,9,788,124,7092,5976,0.842639594
3/11/2024,Table,Furniture,South,7,767,653,5369,798,0.14863103
7/7/2024,Office Chair,Furniture,South,7,185,127,1295,406,0.313513514
8/17/2024,Bookshelf,Furniture,West,3,37,9,111,84,0.756756757
1/16/2024,Laptop,Electronics,West,10,241,19,2410,2220,0.921161826
12/14/2024,Office Chair,Furniture,East,7,458,383,3206,525,0.163755459
6/29/2024,Table,Furniture,East,6,124,84,744,240,0.322580645
2/27/2024,Bookshelf,Furniture,North,8,994,513,7952,3848,0.483903421
5/29/2024,Laptop,Electronics,North,8,777,181,6216,4768,0.767052767
10/11/2024,Camera,Electronics,North,10,542,390,5420,1520,0.280442804
3/6/2024,Smartphone,Electronics,South,4,597,406,2388,764,0.319932998
11/22/2024,USB Cable,Accessories,South,4,923,256,3692,2668,0.722643554
9/18/2024,USB Cable,Accessories,East,2,775,236,1550,1078,0.695483871
5/30/2024,Tablet,Electronics,North,5,579,405,2895,870,0.300518135
5/26/2024,Office Chair,Furniture,West,1,782,677,782,105,0.1342711
9/5/2024,Laptop,Electronics,East,4,527,440,2108,348,0.165085389
6/20/2024,Printer,Electronics,West,5,496,432,2480,320,0.129032258
9/11/2024,USB Cable,Accessories,East,5,149,59,745,450,0.604026846
3/15/2024,Router,Electronics,North,6,876,208,5256,4008,0.762557078
11/8/2024,Charger,Accessories,South,8,467,248,3736,1752,0.468950749
3/17/2024,Smartwatch,Electronics,North,1,407,33,407,374,0.918918919
2/17/2024,Headphones,Accessories,West,2,763,67,1526,1392,0.912188729
11/20/2024,USB Cable,Accessories,West,3,543,330,1629,639,0.392265193
11/20/2024,Bed,Furniture,East,4,242,201,968,164,0.169421488
4/19/2024,Table,Furniture,West,6,535,345,3210,1140,0.355140187
4/5/2024,Camera,Electronics,West,4,117,7,468,440,0.94017094
11/10/2024,Router,Electronics,East,3,259,8,777,753,0.969111969
3/24/2024,Bookshelf,Furniture,East,6,569,566,3414,18,0.005272408
5/16/2024,Table,Furniture,East,1,518,442,518,76,0.146718147
8/21/2024,Office Chair,Furniture,West,3,657,384,1971,819,0.415525114
11/5/2024,Speaker,Accessories,North,5,449,438,2245,55,0.024498886
10/23/2024,Office Chair,Furniture,West,10,809,207,8090,6020,0.744128554
6/3/2024,Laptop,Electronics,North,7,920,489,6440,3017,0.468478261
2/18/2024,Laptop,Electronics,East,7,386,159,2702,1589,0.588082902
1/25/2024,Tablet,Electronics,West,10,909,619,9090,2900,0.319031903
11/27/2024,Camera,Electronics,East,7,664,116,4648,3836,0.825301205
5/26/2024,Printer,Electronics,West,4,936,51,3744,3540,0.945512821
11/12/2024,Printer,Electronics,South,2,468,165,936,606,0.647435897
8/21/2024,Laptop,Electronics,North,9,739,345,6651,3546,0.533152909
11/24/2024,Router,Electronics,South,1,184,10,184,174,0.945652174
1/8/2024,Printer,Electronics,East,3,583,517,1749,198,0.113207547
7/24/2024,Printer,Electronics,North,3,979,853,2937,378,0.128702758
3/20/2024,Table,Furniture,West,3,229,214,687,45,0.065502183
4/10/2024,Speaker,Accessories,South,10,495,134,4950,3610,0.729292929
7/24/2024,Sofa,Furniture,West,2,20,12,40,16,0.4
3/9/2024,Sofa,Furniture,South,10,128,122,1280,60,0.046875
7/16/2024,Smartwatch,Electronics,South,6,1000,234,6000,4596,0.766
10/2/2024,Headphones,Accessories,North,6,153,105,918,288,0.31372549
5/15/2024,Charger,Accessories,South,4,713,666,2852,188,0.065918654
6/21/2024,Desk,Furniture,North,2,539,376,1078,326,0.302411874
9/2/2024,Router,Electronics,East,9,815,508,7335,2763,0.376687117
8/7/2024,Headphones,Accessories,North,9,69,9,621,540,0.869565217
6/7/2024,USB Cable,Accessories,West,10,939,415,9390,5240,0.558040469
10/1/2024,Laptop,Electronics,North,2,345,107,690,476,0.689855072
4/26/2024,Office Chair,Furniture,West,6,774,656,4644,708,0.15245478
9/1/2024,USB Cable,Accessories,South,6,994,846,5964,888,0.14889336
1/18/2024,Table,Furniture,North,5,244,73,1220,855,0.700819672
6/15/2024,Headphones,Accessories,North,5,781,193,3905,2940,0.752880922
4/21/2024,Keyboard,Accessories,North,3,668,566,2004,306,0.152694611
1/17/2024,Sofa,Furniture,South,3,552,157,1656,1185,0.71557971
7/25/2024,Camera,Electronics,East,4,335,57,1340,1112,0.829850746
5/15/2024,USB Cable,Accessories,West,6,338,47,2028,1746,0.860946746
3/11/2024,Laptop,Electronics,North,6,114,22,684,552,0.807017544
6/19/2024,Charger,Accessories,East,8,662,491,5296,1368,0.258308157
3/2/2024,Camera,Electronics,West,9,724,181,6516,4887,0.75
3/16/2024,Headphones,Accessories,West,8,638,506,5104,1056,0.206896552
5/3/2024,USB Cable,Accessories,North,10,63,39,630,240,0.380952381
6/27/2024,USB Cable,Accessories,South,2,696,226,1392,940,0.675287356
9/3/2024,Table,Furniture,South,10,950,847,9500,1030,0.108421053
5/15/2024,Tablet,Electronics,West,10,841,648,8410,1930,0.229488704
10/15/2024,Bookshelf,Furniture,East,4,918,491,3672,1708,0.465141612
8/30/2024,Speaker,Accessories,East,2,169,67,338,204,0.603550296
6/6/2024,Office Chair,Furniture,East,1,223,116,223,107,0.479820628
5/1/2024,Speaker,Accessories,East,7,362,355,2534,49,0.019337017
3/19/2024,Router,Electronics,West,8,462,143,3696,2552,0.69047619
8/31/2024,Sofa,Furniture,West,2,184,16,368,336,0.913043478
6/27/2024,Desk,Furniture,West,4,179,154,716,100,0.139664804
5/9/2024,Table,Furniture,North,8,797,103,6376,5552,0.87076537
12/13/2024,Desk,Furniture,East,9,457,75,4113,3438,0.835886214
12/26/2024,Speaker,Accessories,West,5,448,345,2240,515,0.229910714
6/26/2024,Headphones,Accessories,South,5,709,650,3545,295,0.083215797
2/25/2024,Smartwatch,Electronics,South,7,816,563,5712,1771,0.31004902
10/14/2024,Office Chair,Furniture,East,7,614,232,4298,2674,0.622149837
4/25/2024,Laptop,Electronics,South,6,529,225,3174,1824,0.574669187
6/12/2024,Speaker,Accessories,North,3,95,10,285,255,0.894736842
9/21/2024,Speaker,Accessories,East,8,198,126,1584,576,0.363636364
11/22/2024,Bed,Furniture,East,5,488,235,2440,1265,0.518442623
8/5/2024,Speaker,Accessories,South,4,722,162,2888,2240,0.775623269
12/27/2024,Smartwatch,Electronics,West,1,47,5,47,42,0.893617021
8/25/2024,Bed,Furniture,East,9,706,367,6354,3051,0.480169972
3/29/2024,Desk,Furniture,South,8,542,21,4336,4168,0.961254613
8/9/2024,Tablet,Electronics,East,4,504,144,2016,1440,0.714285714
12/9/2024,Bookshelf,Furniture,South,6,680,568,4080,672,0.164705882
11/15/2024,Router,Electronics,South,9,22,13,198,81,0.409090909
5/15/2024,Camera,Electronics,West,5,47,25,235,110,0.468085106
3/25/2024,Keyboard,Accessories,East,2,586,142,1172,888,0.757679181
3/5/2024,Office Chair,Furniture,South,7,614,412,4298,1414,0.328990228
3/11/2024,Smartwatch,Electronics,West,8,348,156,2784,1536,0.551724138
2/20/2024,Router,Electronics,West,1,298,150,298,148,0.496644295
3/17/2024,Keyboard,Accessories,West,5,650,285,3250,1825,0.561538462
10/18/2024,Router,Electronics,South,5,577,283,2885,1470,0.509532062
4/16/2024,Headphones,Accessories,East,6,19,17,114,12,0.105263158
3/16/2024,Tablet,Electronics,South,8,822,273,6576,4392,0.667883212
11/8/2024,Sofa,Furniture,North,4,344,189,1376,620,0.450581395
1/19/2024,Table,Furniture,East,6,943,797,5658,876,0.154825027
12/5/2024,Keyboard,Accessories,West,5,605,314,3025,1455,0.480991736
9/28/2024,Desk,Furniture,East,4,402,263,1608,556,0.345771144
6/5/2024,Headphones,Accessories,North,7,857,796,5999,427,0.07117853
6/11/2024,Sofa,Furniture,South,4,588,110,2352,1912,0.81292517
2/9/2024,Printer,Electronics,West,10,29,10,290,190,0.655172414
1/24/2024,Charger,Accessories,West,7,736,323,5152,2891,0.561141304
11/8/2024,Bookshelf,Furniture,South,10,408,357,4080,510,0.125
6/14/2024,Charger,Accessories,South,1,75,46,75,29,0.386666667
12/31/2024,Charger,Accessories,East,3,161,31,483,390,0.807453416
11/9/2024,Camera,Electronics,West,6,131,6,786,750,0.954198473
9/29/2024,Charger,Accessories,North,6,851,637,5106,1284,0.25146886
5/11/2024,Bed,Furniture,North,4,437,274,1748,652,0.372997712
2/3/2024,Smartphone,Electronics,North,3,825,658,2475,501,0.202424242
6/16/2024,Bookshelf,Furniture,South,4,880,776,3520,416,0.118181818
2/3/2024,Bookshelf,Furniture,North,8,526,111,4208,3320,0.788973384
2/23/2024,Desk,Furniture,South,8,732,137,5856,4760,0.81284153
1/10/2024,Headphones,Accessories,South,9,161,142,1449,171,0.118012422
1/26/2024,Office Chair,Furniture,West,2,867,511,1734,712,0.410611303
2/12/2024,Smartwatch,Electronics,West,10,562,221,5620,3410,0.606761566
2/20/2024,Mouse,Accessories,South,3,280,261,840,57,0.067857143
7/8/2024,Laptop,Electronics,West,7,239,42,1673,1379,0.824267782
6/29/2024,USB Cable,Accessories,South,7,36,19,252,119,0.472222222
11/23/2024,Router,Electronics,West,9,925,731,8325,1746,0.20972973
9/27/2024,Speaker,Accessories,South,2,959,28,1918,1862,0.97080292
4/5/2024,Headphones,Accessories,South,7,515,330,3605,1295,0.359223301
7/3/2024,Router,Electronics,North,4,89,36,356,212,0.595505618
6/27/2024,Headphones,Accessories,East,4,812,711,3248,404,0.124384236
4/22/2024,Printer,Electronics,North,3,840,609,2520,693,0.275
12/30/2024,Smartphone,Electronics,West,2,63,24,126,78,0.619047619
5/9/2024,Mouse,Accessories,North,6,332,331,1992,6,0.003012048
5/21/2024,Sofa,Furniture,North,3,64,9,192,165,0.859375
9/4/2024,Bed,Furniture,South,1,302,16,302,286,0.947019868
